Dates,Total Consumption,was_missing,DayOfWeek,DayOfMonth,Month,Quarter,DayOfYear,WeekOfYear,Year,DayOfWeek_sin,DayOfWeek_cos,DayOfYear_sin,DayOfYear_cos,Month_sin,Month_cos,lag_1,lag_7,lag_30,lag_365,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2014-10-23,2748.5199999999995,1,3,23,10,4,296,43,2014,0.43388373911755823,-0.900968867902419,-0.9288394302558068,0.3704825404820963,-0.8660254037844386,0.5000000000000001,2812.5599999999995,2868.0,3032.8,2728.6,2819.068571428571,50.38109944169432,2960.4243333333334,109.32348262376581
2014-10-24,2684.48,1,4,24,10,4,297,43,2014,-0.433883739117558,-0.9009688679024191,-0.9223291176290545,0.3864052261209853,-0.8660254037844386,0.5000000000000001,2748.5199999999995,2873.6,3061.0,2735.5000000000005,2792.051428571428,64.88509829655476,2947.8736666666664,118.59832601840576
2014-10-25,2620.44,1,5,25,10,4,298,43,2014,-0.9749279121818236,-0.2225209339563146,-0.9155458729775467,0.40221356823680365,-0.8660254037844386,0.5000000000000001,2684.48,2824.0,3060.6200000000003,2706.3000000000006,2762.9714285714285,89.2288278208705,2933.201,130.77274063071826
2014-10-26,2556.4,0,6,26,10,4,299,43,2014,-0.7818314824680299,0.6234898018587334,-0.9084917035725082,0.41790288888678667,-0.8660254037844386,0.5000000000000001,2620.44,2759.7000000000003,3060.2400000000002,2775.5,2733.928571428571,118.69241922276623,2916.406333333333,145.4270811825102
2014-10-27,2659.8,0,0,27,10,4,300,44,2014,0.0,1.0,-0.9011686968561569,0.4334685453485363,-0.8660254037844386,0.5000000000000001,2556.4,2838.499999999999,3059.8600000000006,2784.8000000000006,2708.4,111.4489778628181,2903.0709999999995,150.08675246164367
2014-10-28,2708.5999999999995,0,1,28,10,4,301,44,2014,0.7818314824680298,0.6234898018587336,-0.8935790198239952,0.4489059314938798,-0.8660254037844386,0.5000000000000001,2659.8,2876.5999999999995,3059.4800000000005,2768.7,2684.4,83.86700582867314,2891.375,151.1457696431969
2014-10-29,2728.7000000000007,0,2,29,10,4,302,44,2014,0.9749279121818236,-0.22252093395631434,-0.8857249183835637,0.4642104791518923,-0.8660254037844386,0.5000000000000001,2708.5999999999995,2812.5599999999995,3059.100000000001,2812.6000000000004,2672.4199999999996,66.75191582768697,2880.361666666666,150.5391393048447
2014-10-30,2758.5,0,3,30,10,4,303,44,2014,0.43388373911755823,-0.900968867902419,-0.8776087166898392,0.4793776594606945,-0.8660254037844386,0.5000000000000001,2728.7000000000007,2748.5199999999995,3077.5,2723.5000000000005,2673.8457142857146,68.72558641853404,2869.728333333333,147.36696530309413
2014-10-31,2802.899999999999,0,4,31,10,4,304,44,2014,-0.433883739117558,-0.9009688679024191,-0.8692328164574792,0.49440298420761813,-0.8660254037844386,0.5000000000000001,2758.5,2684.48,3059.3,2695.1000000000004,2690.7628571428572,84.53582075354954,2861.1816666666664,143.37446694927277
2014-11-01,2770.3,0,5,1,11,4,305,44,2014,-0.9749279121818236,-0.2225209339563146,-0.8605996962501181,0.5092820071573356,-0.5000000000000004,0.8660254037844384,2802.899999999999,2620.44,3025.9500000000007,2666.7000000000003,2712.171428571429,82.71476519311796,2852.6599999999994,140.81820084653367
2014-11-02,2702.2,0,6,2,11,4,306,44,2014,-0.7818314824680299,0.6234898018587334,-0.8517119107469189,0.5240103253675756,-0.5000000000000004,0.8660254037844384,2770.3,2556.4,2992.600000000001,2638.3,2733.0,48.0421342850952,2842.98,140.8480645087518
2014-11-03,2778.8,0,0,3,11,4,307,45,2014,0.0,1.0,-0.8425720899866032,0.5385835804920232,-0.5000000000000004,0.8660254037844384,2702.2,2659.8,3044.1000000000004,2609.9,2750.0,37.78156516963383,2834.1366666666663,136.0312873071344
2014-11-04,2802.2,0,1,4,11,4,308,45,2014,0.7818314824680298,0.6234898018587336,-0.8331829385891785,0.5529974600700271,-0.5000000000000004,0.8660254037844384,2778.8,2708.5999999999995,3059.7000000000003,2700.399999999999,2763.371428571429,37.24691102565581,2825.553333333333,129.2633969134669
2014-11-05,2822.5000000000005,0,2,5,11,4,309,45,2014,0.9749279121818236,-0.22252093395631434,-0.8235472349556007,0.5672476988027229,-0.5000000000000004,0.8660254037844384,2802.2,2728.7000000000007,3096.2,2721.0,2776.7714285714287,39.49927063824426,2816.43,118.73244276741072
2014-11-06,2844.4000000000005,0,3,6,11,4,310,45,2014,0.43388373911755823,-0.900968867902419,-0.8136678304455991,0.5813300798152042,-0.5000000000000004,0.8660254037844384,2822.5000000000005,2758.5,3062.499999999999,2758.4000000000005,2789.0428571428574,45.728942590849364,2809.1600000000003,109.4611700952437
2014-11-07,2850.8000000000006,0,4,7,11,4,311,45,2014,-0.433883739117558,-0.9009688679024191,-0.8035476485339116,0.5952404359043674,-0.5000000000000004,0.8660254037844384,2844.4000000000005,2802.899999999999,2992.1,2736.7000000000003,2795.8857142857146,51.38250119031295,2804.45,104.23316170969369
2014-11-08,2851.8,0,5,8,11,4,312,45,2014,-0.9749279121818236,-0.2225209339563146,-0.7931896839451843,0.6089746507720486,-0.5000000000000004,0.8660254037844384,2850.8000000000006,2770.3,3004.4,2668.9,2807.5285714285715,53.79568490396701,2799.3633333333337,97.65488187500974
2014-11-09,2788.7,0,6,9,11,4,313,45,2014,-0.7818314824680299,0.6234898018587334,-0.7825970017677834,0.6225286602431057,-0.5000000000000004,0.8660254037844384,2851.8,2702.2,3013.7999999999997,2716.2,2819.8857142857146,30.428518891100314,2791.86,88.86243242535505
2014-11-10,2835.3,0,0,10,11,4,314,46,2014,0.0,1.0,-0.7717727365467837,0.6358984534680745,-0.5000000000000004,0.8660254037844384,2788.7,2778.8,2967.45,2711.6,2827.957142857143,24.660687821122842,2787.4550000000004,82.93588918867562
2014-11-11,2870.6,0,1,11,11,4,315,46,2014,0.7818314824680298,0.6234898018587336,-0.7607200913564104,0.6490800741100398,-0.5000000000000004,0.8660254037844384,2835.3,2802.2,2921.1,2672.2,2837.7285714285713,26.253616530943116,2785.7716666666665,80.60965682216698
2014-11-12,2840.4,0,2,12,11,4,316,46,2014,0.9749279121818236,-0.22252093395631434,-0.7494423368521953,0.6620696215153815,-0.5000000000000004,0.8660254037844384,2870.6,2822.5000000000005,2874.75,2646.5000000000005,2840.285714285714,25.380335470061848,2784.6266666666666,79.53905279508456
2014-11-13,2820.9000000000005,0,3,13,11,4,317,46,2014,0.43388373911755823,-0.900968867902419,-0.7379428103031386,0.6748632518680403,-0.5000000000000004,0.8660254037844384,2840.4,2844.4000000000005,2828.4,2667.2,2836.9285714285716,26.28356357663733,2784.3766666666666,79.40840346102485
2014-11-14,2773.1,0,4,14,11,4,318,46,2014,-0.433883739117558,-0.9009688679024191,-0.7262249146041543,0.6874571793269664,-0.5000000000000004,0.8660254037844384,2820.9000000000005,2850.8000000000006,2831.1,2628.0999999999995,2825.828571428571,34.55467716948109,2782.4433333333336,78.9362688517065
2014-11-15,2743.7000000000003,0,5,15,11,4,319,46,2014,-0.9749279121818236,-0.2225209339563146,-0.7142921172691032,0.699847677146407,-0.5000000000000004,0.8660254037844384,2773.1,2851.8,2868.0,2568.7999999999997,2810.3857142857146,43.90400242088021,2778.3,77.54046507557786
2014-11-16,2662.2000000000003,0,6,16,11,4,320,46,2014,-0.7818314824680299,0.6234898018587334,-0.7021479494046978,0.7120310787787131,-0.5000000000000004,0.8660254037844384,2743.7000000000003,2788.7,2873.6,2661.2000000000003,2792.3142857142857,71.61013495708919,2771.2533333333336,78.18427451609512
2014-11-17,2739.8,0,0,17,11,4,321,47,2014,0.0,1.0,-0.6897960046655887,0.7240037789593305,-0.5000000000000004,0.8660254037844384,2662.2000000000003,2835.3,2824.0,2696.0,2778.671428571429,71.15142805514674,2768.446666666667,77.73549818557687
2014-11-18,2767.5000000000005,0,1,18,11,4,322,47,2014,0.7818314824680298,0.6234898018587336,-0.6772399381909491,0.7357622347736527,-0.5000000000000004,0.8660254037844384,2739.8,2870.6,2759.7000000000003,2713.9999999999995,2763.942857142857,58.49583623766553,2768.7066666666665,77.71827696695
2014-11-19,2765.3,0,2,19,11,4,323,47,2014,0.9749279121818236,-0.22252093395631434,-0.6644834655228552,0.7473029667054297,-0.5000000000000004,0.8660254037844384,2767.5000000000005,2840.4,2838.499999999999,2733.4,2753.2142857142862,48.098871385639534,2766.266666666667,76.59244463203626
2014-11-20,2800.2000000000003,0,3,20,11,4,324,47,2014,0.43388373911755823,-0.900968867902419,-0.6515303615068021,0.75862255966641,-0.5000000000000004,0.8660254037844384,2765.3,2820.9000000000005,2876.5999999999995,2723.1,2750.257142857143,43.67702894135196,2763.7200000000003,74.02449175313014
2014-11-21,2797.6,0,4,21,11,4,325,47,2014,-0.433883739117558,-0.9009688679024191,-0.6383844591746642,0.769717664006921,-0.5000000000000004,0.8660254037844384,2800.2000000000003,2773.1,2812.5599999999995,2677.8000000000006,2753.757142857143,46.69028653953325,2763.2213333333334,73.73395436124399
2014-11-22,2797.1000000000004,0,5,22,11,4,326,47,2014,-0.9749279121818236,-0.2225209339563146,-0.6250496486104377,0.7805849965070866,-0.5000000000000004,0.8660254037844384,2797.6,2743.7000000000003,2748.5199999999995,2665.2000000000007,2761.3857142857146,49.074753474392004,2764.8406666666665,73.93313670464279
2014-11-23,2695.3,0,6,23,11,4,327,47,2014,-0.7818314824680299,0.6234898018587334,-0.6115298757991053,0.7912213413483807,-0.5000000000000004,0.8660254037844384,2797.1000000000004,2662.2000000000003,2684.48,2652.6000000000004,2766.1142857142863,38.347074141830575,2765.2013333333334,73.55301103722793
2014-11-24,2788.399999999999,0,0,24,11,4,328,48,2014,0.0,1.0,-0.5978291414589552,0.801623551065242,-0.5000000000000004,0.8660254037844384,2695.3,2739.8,2620.44,2640.0,2773.057142857143,37.170277424449324,2770.8,68.36345565405864
2014-11-25,2816.3,0,1,25,11,4,329,48,2014,0.7818314824680298,0.6234898018587336,-0.5839514998576998,0.8117885474764613,-0.5000000000000004,0.8660254037844384,2788.399999999999,2767.5000000000005,2556.4,2627.4,2780.0285714285715,40.391076336489306,2779.4633333333336,55.51781002420782
2014-11-26,2833.3,0,2,26,11,4,330,48,2014,0.9749279121818236,-0.22252093395631434,-0.5699010576127624,0.821713322596059,-0.5000000000000004,0.8660254037844384,2816.3,2765.3,2659.8,2648.9000000000005,2789.742857142857,44.25113396449849,2785.246666666667,51.515064641874176
2014-11-27,2831.9,0,3,27,11,4,331,48,2014,0.43388373911755823,-0.900968867902419,-0.5556819724760489,0.8313949395234058,-0.5000000000000004,0.8660254037844384,2833.3,2800.2000000000003,2708.5999999999995,2654.5,2794.2714285714287,47.034197285452656,2789.3566666666666,50.087961822570236
2014-11-28,2813.9,0,4,28,11,4,332,48,2014,-0.433883739117558,-0.9009688679024191,-0.5412984521036173,0.8408305333122887,-0.5000000000000004,0.8660254037844384,2831.9,2797.6,2728.7000000000007,2653.3000000000006,2796.6,47.626218269644845,2792.196666666667,48.932215488803706
2014-11-29,2813.4999999999995,0,5,29,11,4,333,48,2014,-0.9749279121818236,-0.2225209339563146,-0.5267547528105542,0.8500173118187018,-0.5000000000000004,0.8660254037844384,2813.9,2797.1000000000004,2758.5,2614.9999999999995,2798.9428571428575,48.056350851308494,2794.03,48.65573042764159
2014-11-30,2741.7000000000003,0,6,30,11,4,334,48,2014,-0.7818314824680299,0.6234898018587334,-0.5120551783114646,0.8589525565270845,-0.5000000000000004,0.8660254037844384,2813.4999999999995,2695.3,2802.899999999999,2672.1000000000004,2805.5714285714284,31.84288064262247,2791.9900000000002,49.54584327878513
2014-12-01,2780.6,0,0,1,12,4,335,49,2014,0.0,1.0,-0.4972040784469378,0.8676336233547726,-2.4492935982947064e-16,1.0,2741.7000000000003,2788.399999999999,2770.3,2716.7,2804.457142857143,32.66965243888329,2792.3333333333335,49.4258994883141
2014-12-02,2809.2,0,1,2,12,4,336,49,2014,0.7818314824680298,0.6234898018587336,-0.4822058478963526,0.8760579434344281,-2.4492935982947064e-16,1.0,2780.6,2816.3,2702.2,2714.7,2803.4428571428575,32.34933575532514,2795.9000000000005,46.46967865696749
2014-12-03,2822.2000000000003,0,2,3,12,4,337,49,2014,0.9749279121818236,-0.22252093395631434,-0.46706492487743034,0.8842230238742036,-2.4492935982947064e-16,1.0,2809.2,2833.3,2778.8,2699.3,2801.8571428571427,30.88056870931535,2797.346666666667,46.59435908830214
2014-12-04,2854.300000000001,0,3,4,12,4,338,49,2014,0.43388373911755823,-0.900968867902419,-0.451785789832884,0.8921264484954345,-2.4492935982947064e-16,1.0,2822.2000000000003,2831.9,2802.2,2686.1,2805.057142857143,35.34981646077926,2799.083333333334,47.738382470697765
2014-12-05,2816.1,0,4,5,12,4,339,49,2014,-0.433883739117558,-0.9009688679024191,-0.4363729641045924,0.8997658785476209,-2.4492935982947064e-16,1.0,2854.300000000001,2813.9,2822.5000000000005,2683.7000000000003,2805.371428571428,35.45117366586009,2798.8700000000003,47.644337145856554
2014-12-06,2830.1000000000004,0,5,6,12,4,340,49,2014,-0.9749279121818236,-0.2225209339563146,-0.42083100859565564,0.9071390534005044,-2.4492935982947064e-16,1.0,2816.1,2813.4999999999995,2844.4000000000005,2582.7,2807.7428571428572,36.62143530517063,2798.3933333333334,47.24295921511879
2014-12-07,2766.4,0,6,7,12,4,341,49,2014,-0.7818314824680299,0.6234898018587334,-0.4051645224207563,0.9142437912130223,-2.4492935982947064e-16,1.0,2830.1000000000004,2741.7000000000003,2850.8000000000006,2668.6000000000004,2811.2714285714287,29.741089101673438,2795.58,46.522033341266976
2014-12-08,2840.9,0,0,8,12,4,342,50,2014,0.0,1.0,-0.3893781415452015,0.9210779895789526,-2.4492935982947064e-16,1.0,2766.4,2780.6,2851.8,2713.0,2819.8857142857146,28.062040111856337,2795.2166666666667,46.10854572099194
2014-12-09,2898.2,0,1,9,12,4,343,50,2014,0.7818314824680298,0.6234898018587336,-0.37347653741307074,0.9276396261490467,-2.4492935982947064e-16,1.0,2840.9,2809.2,2788.7,2735.8,2832.6,40.02549187706995,2798.866666666667,49.76405248308567
2014-12-10,2867.8,0,2,10,12,4,344,50,2014,0.9749279121818236,-0.22252093395631434,-0.3574644155648614,0.9339267592294762,-2.4492935982947064e-16,1.0,2898.2,2822.2000000000003,2835.3,2738.8,2839.1142857142854,41.7254290400093,2799.95,50.924750096714995
2014-12-11,2864.5,0,3,11,12,4,345,50,2014,0.43388373911755823,-0.900968867902419,-0.34134651424503615,0.9399375283564133,-2.4492935982947064e-16,1.0,2867.8,2854.300000000001,2870.6,2723.5000000000005,2840.5714285714284,42.514770542567184,2799.746666666667,50.644336125654526
2014-12-12,2821.6000000000004,0,4,12,12,4,346,50,2014,-0.433883739117558,-0.9009688679024191,-0.3251276029999093,0.9456701548465688,-2.4492935982947064e-16,1.0,2864.5,2816.1,2840.4,2732.5000000000005,2841.3571428571436,42.035257310313696,2799.12,50.238640163884995
2014-12-13,2705.4,0,5,13,12,4,347,50,2014,-0.9749279121818236,-0.2225209339563146,-0.30881248126625377,0.9511229423235357,-2.4492935982947064e-16,1.0,2821.6000000000004,2830.1000000000004,2820.9000000000005,2656.5000000000005,2823.542857142857,66.75572028281566,2795.27,52.86877150075512
2014-12-14,2529.9999999999995,0,6,14,12,4,348,50,2014,-0.7818314824680299,0.6234898018587334,-0.29240597695107734,0.9562942772197719,-2.4492935982947064e-16,1.0,2705.4,2766.4,2773.1,2698.4000000000005,2789.7714285714287,130.16431556928444,2787.1666666666665,71.67090658400895
2014-12-15,2638.8,0,0,15,12,4,349,51,2014,0.0,1.0,-0.27591294500296043,0.9611826292540837,-2.4492935982947064e-16,1.0,2529.9999999999995,2840.9,2743.7000000000003,2734.1000000000004,2760.9,139.0442495514805,2783.67,76.27567131452703
2014-12-16,2695.4,0,1,16,12,4,350,51,2014,0.7818314824680298,0.6234898018587336,-0.2593382659754056,0.9657865518844574,-2.4492935982947064e-16,1.0,2638.8,2898.2,2662.2000000000003,2760.5,2731.9285714285716,126.20312614044059,2784.7766666666666,74.67660245366014
2014-12-17,2700.8,0,2,17,12,4,351,51,2014,0.9749279121818236,-0.22252093395631434,-0.2426868445825954,0.9701046827361175,-2.4492935982947064e-16,1.0,2695.4,2867.8,2739.8,2751.100000000001,2708.0714285714284,111.12093583548136,2783.476666666667,75.81732439330685
2014-12-18,2725.0,0,3,18,12,4,352,51,2014,0.43388373911755823,-0.900968867902419,-0.22596360824801906,0.974135744004672,-2.4492935982947064e-16,1.0,2700.8,2864.5,2767.5000000000005,2720.9999999999995,2688.1428571428573,88.62262422096414,2782.06,76.51995277320017
2014-12-19,2747.4,0,4,19,12,4,353,51,2014,-0.433883739117558,-0.9009688679024191,-0.20917350564635637,0.9778785428342386,-2.4492935982947064e-16,1.0,2725.0,2821.6000000000004,2765.3,2737.5000000000005,2677.542857142857,73.07290553830576,2781.463333333333,76.72465990006471
2014-12-20,2759.5000000000005,0,5,20,12,4,354,51,2014,-0.9749279121818236,-0.2225209339563146,-0.19232150523909483,0.9813319716704275,-2.4492935982947064e-16,1.0,2747.4,2705.4,2800.2000000000003,2693.5,2685.2714285714287,79.12093516227593,2780.1066666666666,76.74176102394608
2014-12-21,2699.4000000000005,0,6,21,12,4,355,51,2014,-0.7818314824680299,0.6234898018587334,-0.17541259380427843,0.9844950085880858,-2.4492935982947064e-16,1.0,2759.5000000000005,2529.9999999999995,2797.6,2722.4,2709.471428571429,39.89915263452586,2776.833333333334,78.05297640984449
2014-12-22,2751.8500000000004,1,0,22,12,4,356,52,2014,0.0,1.0,-0.15845177496083632,0.9873667175937016,-2.4492935982947064e-16,1.0,2699.4000000000005,2638.8,2797.1000000000004,2732.5333333333333,2725.621428571429,27.46934438521064,2775.325,78.08503846933527
2014-12-23,2804.3,0,1,23,12,4,357,52,2014,0.7818314824680298,0.6234898018587336,-0.14144406768794202,0.9899462489023779,-2.4492935982947064e-16,1.0,2751.8500000000004,2695.4,2695.3,2742.6666666666665,2741.1785714285716,36.76547131417475,2778.9583333333335,76.75766622762585
2014-12-24,2810.4,0,2,24,12,4,358,52,2014,0.9749279121818236,-0.22252093395631434,-0.12439450483979998,0.9922328391893008,-2.4492935982947064e-16,1.0,2804.3,2700.8,2788.399999999999,2752.7999999999997,2756.8357142857144,39.90687821131285,2779.691666666667,76.95581813872992
2014-12-25,2824.4999999999995,0,3,25,12,4,359,52,2014,0.43388373911755823,-0.900968867902419,-0.10730813165636247,0.9942258118156161,-2.4492935982947064e-16,1.0,2810.4,2725.0,2816.3,2785.6000000000004,2771.05,44.17007848458656,2779.9650000000006,77.10474643245232
2014-12-26,2829.3,0,4,26,12,4,360,52,2014,-0.433883739117558,-0.9009688679024191,-0.09019000427034513,0.9959245770286599,-2.4492935982947064e-16,1.0,2824.4999999999995,2747.4,2833.3,2767.1,2782.75,47.57710408730877,2779.8316666666665,77.0127401947095
2014-12-27,2835.6000000000004,0,5,27,12,4,361,52,2014,-0.9749279121818236,-0.2225209339563146,-0.07304518821104743,0.9973286321364752,-2.4492935982947064e-16,1.0,2829.3,2759.5000000000005,2831.9,2713.3,2793.621428571429,50.01121421861706,2779.9550000000004,77.10191234937048
2014-12-28,2746.7000000000003,0,6,28,12,4,362,52,2014,-0.7818314824680299,0.6234898018587334,-0.05587875690537313,0.9984375616565666,-2.4492935982947064e-16,1.0,2835.6000000000004,2699.4000000000005,2813.9,2653.3,2800.378571428572,36.54006770136669,2777.7149999999997,77.05787027091145
2014-12-29,2742.7578125000005,1,0,29,12,4,363,1,2014,0.0,1.0,-0.03869579017652689,0.9992510374388481,-2.4492935982947064e-16,1.0,2746.7000000000003,2751.8500000000004,2813.4999999999995,2614.899999999999,2799.0796875000005,38.65311372561075,2775.356927083333,77.0074267010635
